page path,document type,document supertype,number of sessions that visit this page,number of sessions where this page is an entrance hit,number of sessions where this page is an exit hit,number of sessions where this page is both an entrance and exit hit,tfdf_max,label
/data-protection-your-business/get-advice-on-data-protection,guide,services,1,0,0,0,1,
/recruitment-disabled-people/reasonable-adjustments,guide,services,15,2,0,1,1,
/government/publications/business-and-property-courts-rolls-building-cause-list,transparency,transparency,3,0,0,0,1,
/government/publications/new-enterprise-allowance-survey,research,research and statistics,3,0,0,0,1,
/penalty-points-endorsements/how-long-endorsements-stay-on-your-driving-licence,guide,services,7,3,1,0,1,
/recover-statutory-payments,guide,services,17,1,1,0,1,
/government/publications/qualifications-attracting-high-value-courses-premium,guidance,guidance and regulation,6,1,0,1,1,
/foreign-travel-advice/india/coronavirus,travel_advice,guidance and regulation,2,1,1,0,1,
/historic-vehicles,guide,services,2,0,0,0,1,
/government/organisations/government-analysis-function,organisation,other,1,0,1,0,1,
/street-trading-licence,licence,services,2,0,2,0,1,
/stay-in-home-during-separation-or-divorce,guide,services,3,0,1,0,1,
/crime-justice-and-law/violence-against-women-and-girls,taxon,other,1,0,0,0,1,
/data-protection-your-business/using-cctv,guide,services,2,0,0,0,1,
/uk-visa-sponsorship-employers/atas-certificates,guide,services,6,0,0,0,1,
/adi-part-2-test/what-happens-during-test,guide,services,3,0,0,0,1,
/national-curriculum/key-stage-3-and-4,guide,services,11,0,1,0,1,
/money/personal-tax,taxon,other,1,0,0,0,1,
/government/collections/care-leaver-covenant--2,document_collection,other,1,0,0,0,1,
/government/publications/positive-environments-where-children-can-flourish,guidance,guidance and regulation,1,0,0,0,1,
/topic/personal-tax/non-resident-landlord-scheme,topic,other,1,0,0,0,1,
/world/somalia,taxon,other,2,0,0,0,1,
/vehicle-insurance/driving-abroad,guide,services,4,3,0,0,1,
/topic/work-careers/secondments-with-government/latest,topic,other,2,1,0,0,1,
/debt-deductions-from-employee-pay/what-counts-as-earnings,guide,services,2,0,0,0,1,
/government/publications/application-for-uk-visa-for-family-settlement-form-vaf4a,form,services,3,0,2,0,1,
/guidance/veterans-uk-armed-forces-pensions-forms,detailed_guide,guidance and regulation,45,18,0,0,1,
/debt-payments-from-your-wages,guide,services,5,0,0,0,1,
/hmrc-internal-manuals/compliance-handbook/ch70100,hmrc_manual,guidance and regulation,1,0,0,0,1,
/taking-disciplinary-action/disciplinary-investigations-and-hearings,guide,services,4,0,0,0,1,
/government/publications/coronavirus-covid-19-student-sponsors-migrants-and-short-term-students,guidance,guidance and regulation,5,1,0,0,1,
/employment-support-allowance/print,guide,services,3,0,0,0,1,
/claim-asylum/screening,guide,services,12,1,0,0,1,
/government/publications/english-language-requirements-for-immigration-applicants,guidance,guidance and regulation,1,0,0,0,1,
/intracompany-transfer-worker-visa/apply-from-outside-the-uk,guide,services,5,1,0,0,1,
/organise-citizenship-ceremony-council,local_transaction,services,5,0,0,0,1,
/government/publications/hr-career-frameworks/hr-case-studies,html_publication,other,1,0,0,0,1,
/guidance/armed-forces-compensation-scheme-afcs,detailed_guide,guidance and regulation,6,3,0,0,1,
/guidance/immigration-rules/immigration-rules-appendix-t5-temporary-worker-seasonal-worker,manual,guidance and regulation,1,0,0,0,1,
/government/publications/european-social-fund-programme-guidance,guidance,guidance and regulation,5,0,0,0,1,
/update-property-records-someone-dies,guide,services,13,0,0,0,1,
/foreign-travel-advice/afghanistan/terrorism,travel_advice,guidance and regulation,1,1,0,0,1,
/topic/mot/get-check-mot,topic,other,2,0,0,0,1,
/government/collections/decision-makers-guide-staff-guide,document_collection,other,1,0,0,0,1,
/government/publications/whats-involved-in-being-a-driving-instructor,guidance,guidance and regulation,3,0,0,0,1,
/government/publications/supporting-uk-locally-employed-staff-in-afghanistan,guidance,guidance and regulation,1,0,0,0,1,
/guidance/obtain-information-about-yourself-held-by-mod,detailed_guide,guidance and regulation,5,0,0,0,1,
/government/publications/healthcare-travel-costs-scheme-instructions-and-guidance-for-the-nhs,guidance,guidance and regulation,1,1,0,0,1,
/government/publications/uksv-national-security-vetting-solution-portal-guidance-for-sponsors,guidance,guidance and regulation,1,1,0,0,1,
/government/publications/tell-us-once-registration-service-equality-impact-assessment,impact_assessment,policy and engagement,1,0,0,0,1,
/national-insurance-credits/print,guide,services,1,0,0,0,1,
/marriage-allowance/if-your-circumstances-change,guide,services,10,1,0,1,1,
/government/publications/fertility-treatment-a-guide-for-clinics/a-guide-for-clinics,html_publication,other,1,0,0,0,1,
/government/publications/chickerell-firing-times/chickerell-range-firing-times-august-2021,html_publication,other,1,0,0,0,1,
/topic/business-tax/vat,topic,other,9,0,0,0,1,
/government/publications/find-examples-to-help-you-work-out-80-of-your-employees-wages/examples-of-how-to-work-out-80-of-your-employees-wages-national-insurance-contributions-and-pension-contributions,html_publication,other,4,0,0,0,1,
/foreign-travel-advice/malawi/entry-requirements,travel_advice,guidance and regulation,1,1,0,0,1,
/guidance/eu-settlement-scheme-how-we-use-your-personal-information.bg,detailed_guide,guidance and regulation,2,0,2,0,1,
/guidance/check-what-training-you-need-to-get-an-sia-licence,detailed_guide,guidance and regulation,7,0,1,0,1,
/government/publications/application-to-register-an-overseas-birth,guidance,guidance and regulation,1,0,0,0,1,
/driving-disqualifications/disqualification-for-drug-driving,guide,services,3,0,0,0,1,
/guidance/uk-reciprocal-healthcare-agreements-with-non-eu-countries,detailed_guide,guidance and regulation,1,0,0,0,1,
/hmrc-internal-manuals/pensions-tax-manual/ptm011200,hmrc_manual,guidance and regulation,1,0,0,0,1,
/government/publications/rates-and-allowances-travel-mileage-and-fuel-allowances,guidance,guidance and regulation,2,0,0,0,1,
/tax-employee-share-schemes/save-as-you-earn-saye,guide,services,2,1,0,0,1,
/hmrc-internal-manuals/pensions-tax-manual/ptm088600,hmrc_manual,guidance and regulation,1,0,0,0,1,
/hmrc-internal-manuals/residence-domicile-and-remittance-basis/rdrm11700,hmrc_manual,guidance and regulation,1,0,0,0,1,
/government/publications/paye-draft-forms-p11d-and-p11d-working-sheets-2020-to-2021,guidance,guidance and regulation,4,0,4,0,1,
/government/publications/premises-licence-application,form,services,1,0,0,0,1,
/guidance/apprenticeship-funding-rules-for-employers,manual,guidance and regulation,4,0,0,0,1,
/government/civil-service-reform,taxon,other,1,0,0,0,1,
/guidance/basic-guide-for-xml-software-developers,detailed_guide,guidance and regulation,1,0,0,0,1,
/government/collections/trusts-and-estates-forms,document_collection,other,1,0,0,0,1,
/redundancy-your-rights/being-selected-for-redundancy,guide,services,119,13,4,1,1,
/mot-lorry-bus-trailer,step_by_step_nav,services,2,0,0,0,1,
/guidance/change-or-remove-your-tax-agents-authorisation,detailed_guide,guidance and regulation,1,0,0,0,1,
/guidance/qualification-funding-approval/-other-approval-principles-esfa-funded-aeb-local-flexibility-offer-and-esf-offer-at-level-2-and-below,manual,guidance and regulation,1,0,0,0,1,
/browse/housing-local-services/noise-neighbours,mainstream_browse_page,other,9,1,0,0,1,
/government/organisations/uk-visas-and-immigration/about/recruitment,recruitment,other,5,1,0,0,1,
/make-decisions-for-someone,guide,services,5,0,0,0,1,
/foreign-travel-advice/sudan,travel_advice,guidance and regulation,1,0,0,0,1,
/education/data-collection-for-further-education-providers,taxon,other,1,0,0,0,1,
/child-employment/performance-licences-for-children,guide,services,26,1,0,0,1,
/government/publications/housing-benefit-adjudication-circulars-2019/a32018-mixed-age-couples-changes-to-entitlement-conditions-from-15-may-2019,html_publication,other,1,0,1,0,1,
/browse/environment-countryside/treasure-wrecks,mainstream_browse_page,other,6,0,0,0,1,
/guidance/the-highway-code/rules-for-users-of-powered-wheelchairs-and-mobility-scooters-36-to-46,manual,guidance and regulation,3,1,0,0,1,
/hmrc-internal-manuals/compliance-handbook/ch70000,hmrc_manual,guidance and regulation,1,0,0,0,1,
/guidance/coming-to-the-uk-for-seasonal-agricultural-work-on-english-farms.ru,detailed_guide,guidance and regulation,2,0,1,0,1,
/government/collections/bat-licences,document_collection,other,1,1,0,0,1,
/object-to-land-register-changes,answer,services,1,0,0,0,1,
/government/publications/form-ut10-form-to-appeal-against-a-decision-of-the-disclosure-and-barring-service-england-and-wales,form,services,1,0,0,0,1,
/housing-and-universal-credit/how-to-claim,guide,services,18,1,1,0,1,
/driving-test/what-to-take,guide,services,5,1,1,0,1,
/guidance/adoption-in-china,detailed_guide,guidance and regulation,1,0,0,0,1,
/check-your-driver-cpc-periodic-training-hours,transaction,services,14,7,3,0,1,
/your-rights-bailiffs,guide,services,2,1,0,0,1,
/government/publications/biometric-residence-permits-overseas-applicant-and-sponsor-information,guidance,guidance and regulation,24,4,0,0,1,
/enduring-power-attorney-duties/register-an-enduring-power-of-attorney,guide,services,3,0,1,0,1,
/guidance/immigration-rules/immigration-rules-index,manual,guidance and regulation,11,0,0,0,1,
/government/publications/national-security-vetting-dv-completing-your-security-questionnaire,guidance,guidance and regulation,2,1,0,0,1,
/legal-rights-when-using-surrogates-and-donors,guide,services,5,1,0,0,1,
/dbs-check-applicant-criminal-record/print,guide,services,6,0,0,0,1,
/guidance/eu-business-exporting-to-the-uk,detailed_guide,guidance and regulation,1,0,0,0,1,
/guidance/appoint-someone-to-deal-with-customs-on-your-behalf,detailed_guide,guidance and regulation,1,0,0,0,1,
/joint-property-ownership,guide,services,10,0,0,0,1,
/government/publications/ssac-foi-releases-2021,foi_release,transparency,1,0,0,0,1,
/browse/housing-local-services/safety-environment,mainstream_browse_page,other,3,0,0,0,1,
/your-employment-contract-how-it-can-be-changed/making-changes,guide,services,46,6,1,0,1,
/government/organisations/driver-and-vehicle-licensing-agency/about/complaints-procedure,complaints_procedure,other,1,1,0,0,1,
/government/publications/making-tax-digital-for-vat-service-availability-and-issues/making-tax-digital-for-vat-service-availability-and-issues,html_publication,other,1,0,0,0,1,
/government/publications/company-strike-off-dissolution-and-restoration/strike-off-dissolution-and-restoration,html_publication,other,2,0,2,0,1,
/child-trust-funds/find-a-child-trust-fund,guide,services,27,10,2,0,1,
/business-finance-support/business-start-up-support-north-tyneside,business_finance_support_scheme,guidance and regulation,1,0,0,0,1,
/government/organisations/companies-house/about/personal-information-charter,personal_information_charter,other,1,0,1,0,1,
/government/publications/disclosure-and-barring-service-dbs-check-guidance/oisc-disclosure-and-barring-service-dbs-check-guidance,html_publication,other,6,2,0,0,1,
/government/publications/security-check-counter-terrorist-check-questionnaire-nsv001,form,services,3,1,0,0,1,
/hmrc-internal-manuals/employment-status-manual/esm4022,hmrc_manual,guidance and regulation,1,0,0,0,1,
/government/publications/concession-for-temporary-employment-as-sheep-shearers-wrk26,guidance,guidance and regulation,1,0,0,0,1,
/guidance/travel-to-hungary-for-work,detailed_guide,guidance and regulation,2,0,1,0,1,
/tax-sell-home,guide,services,8,0,2,0,1,
/volunteer-as-a-coastguard/what-to-expect-as-a-volunteer,guide,services,13,1,4,2,1,
/government/publications/approaches-to-supported-internship-delivery,research,research and statistics,2,0,0,0,1,
/expenses-if-youre-self-employed/office-property,guide,services,6,0,0,0,1,
/employment-contracts-and-conditions/print,guide,services,4,0,0,0,1,
/money/expenses-employee-benefits,taxon,other,1,0,0,0,1,
/guidance/uk-defence-standardization,detailed_guide,guidance and regulation,1,0,0,0,1,
/guidance/transferring-apprenticeship-service-funds,detailed_guide,guidance and regulation,5,2,1,0,1,
/world/greece,taxon,other,3,0,1,0,1,
/guidance/check-if-you-need-to-pay-tax-when-you-sell-cryptoassets,detailed_guide,guidance and regulation,1,0,0,0,1,
/guidance/import-of-products-animals-food-and-feed-system,detailed_guide,guidance and regulation,1,0,0,0,1,
/government/publications/basic-paye-tools-national-insurance-number-verification-requests-only/basic-paye-tools-with-other-software-check-a-national-insurance-number,html_publication,other,8,1,3,1,1,
/topic/competition/competition-act-cartels,topic,other,1,0,0,0,1,
/stopped-by-police-while-driving-your-rights/minor-motoring-offences,guide,services,3,0,0,0,1,
/international-agreement-worker-visa/eligibility,guide,services,4,1,0,0,1,
/park-mobile-homes/park-repairs-and-improvements,guide,services,1,0,0,0,1,
/log-test-site-covid19-results,transaction,services,5,0,2,0,1,
/transferring-your-pension/transferring-to-an-overseas-pension-scheme,guide,services,22,5,2,0,1,
/government/publications/intellectual-property-office-how-to-pay-us,guidance,guidance and regulation,1,0,0,0,1,
/government/publications/formation-and-company-secretarial-agents/company-formation-agents-and-secretarial-agents,html_publication,other,1,0,0,0,1,
/government/publications/ordinary-statutory-paternity-pay-and-leave-becoming-a-birth-parent-sc3,form,services,16,6,1,0,1,
/refugee-integration-loan/how-youre-paid,guide,services,5,1,1,0,1,
/government/organisations/criminal-records-bureau,organisation,other,2,0,2,0,1,
/government/publications/change-to-the-entrepreneurs-relief-lifetime-limit-for-capital-gains-tax/capital-gains-tax-entrepreneurs-relief-reduction-in-the-lifetime-limit--2,html_publication,other,1,0,0,0,1,
/buy-sell-your-home/offers,guide,services,3,0,0,0,1,
/guidance/client-authorisation-an-overview,detailed_guide,guidance and regulation,2,0,0,0,1,
/youth-offending-team,answer,services,4,1,0,0,1,
/paying-inheritance-tax/pay-early,guide,services,1,0,0,0,1,
/guidance/academies-budget-forecast-return,detailed_guide,guidance and regulation,1,0,1,0,1,
/government/collections/apprenticeship-end-point-assessments,document_collection,other,8,1,0,0,1,
/government/publications/file-your-self-assessment-tax-return-early/file-your-tax-return-early,html_publication,other,1,0,0,0,1,
/complain-uk-visas-immigration,transaction,services,5,2,0,0,1,
/government/publications/guidance-on-application-for-uk-visa-as-tier-1-entrepreneur,guidance,guidance and regulation,1,0,0,0,1,
/guidance/get-help-with-technology-for-remote-education-during-coronavirus-covid-19,detailed_guide,guidance and regulation,1,1,0,0,1,
/government/publications/early-years-educator-level-3-qualifications-criteria/early-years-educator-level-3-qualifications-criteria,html_publication,other,1,0,0,0,1,
/government/statistics/dbs-dataset-1-disclosure-progress-information-disclosed-and-update-service-subscriptions,official_statistics,research and statistics,2,1,0,0,1,
/government/publications/sia-privacy-policy/sia-policy-on-processing-special-categories-and-criminal-convictions-data,html_publication,other,1,0,0,0,1,
/government/publications/form-te9-witness-statement-unpaid-penalty-charge-parking,form,services,1,0,0,0,1,
/guidance/content-design/content-types,manual,guidance and regulation,2,0,0,0,1,
/government/publications/cdei-publishes-briefing-paper-on-facial-recognition-technology,independent_report,research and statistics,1,0,0,0,1,
/government/publications/what-to-do-with-a-passport-when-the-passport-holder-has-died,form,services,2,0,0,0,1,
/government/publications/employer-bulletin-february-2021/employer-bulletin-february-2021,html_publication,other,6,3,0,0,1,
/business-finance-support/small-business-grants-and-funding-devon-and-somerset,business_finance_support_scheme,guidance and regulation,1,0,0,0,1,
/window-cleaners-licence-scotland,licence,services,1,0,0,0,1,
/government/publications/national-security-vetting-advice-for-people-who-are-being-vetted,guidance,guidance and regulation,14,8,5,0,1,
/government/publications/residence-domicile-and-remittance-basis-rules-uk-tax-liability,guidance,guidance and regulation,3,0,0,0,1,
/government/publications/make-a-claim-to-an-employment-tribunal-form-et1,form,services,2,1,0,0,1,
/employers-adoption-pay-leave/proof-of-adoption,guide,services,1,0,0,0,1,
/government/publications/formation-and-company-secretarial-agents,guidance,guidance and regulation,2,0,0,0,1,
/government/publications/student-finance-application-forms-and-notes-for-new-part-time-students-for-a-course-that-started-after-august-2018,form,services,2,1,0,0,1,
/topic/defence-armed-forces/military-awards-commemorations,topic,other,10,0,0,0,1,
/hmrc-internal-manuals/child-benefit-technical-manual,hmrc_manual,guidance and regulation,1,0,0,0,1,
/government/collections/enforcement-and-criminal-investigations-modernised-guidance,document_collection,other,1,0,0,0,1,
/guidance/driver-documents-required-for-international-road-haulage,detailed_guide,guidance and regulation,4,0,0,0,1,
/guidance/business-analyst--2,detailed_guide,guidance and regulation,1,0,0,0,1,
/government/publications/dsa03-ome-part-3-ranges,guidance,guidance and regulation,1,0,0,0,1,
/foreign-travel-advice/netherlands/entry-requirements,travel_advice,guidance and regulation,11,2,4,0,1,
/government/collections/new-a-level-and-as-level-qualifications-requirements-and-guidance,document_collection,other,1,1,0,0,1,
/government/publications/council-tax-covid-19-hardship-fund-2020-to-2021-guidance,guidance,guidance and regulation,1,0,0,0,1,
/change-name-v5c,answer,services,4,0,0,0,1,
/appeal-magistrates-court-decision,guide,services,3,0,0,0,1,
/applying-for-probate/if-youre-an-executor,guide,services,8,1,0,0,1,
/view-lasting-power-of-attorney,transaction,services,3,2,0,0,1,
/looking-after-children-divorce,guide,services,3,0,0,0,1,
/guidance/working-safely-during-covid-19/events-and-attractions,manual,guidance and regulation,2,2,0,0,1,
/make-a-freedom-of-information-request/print,guide,services,1,0,0,0,1,
/employers-adoption-pay-leave/eligibility,guide,services,1,0,0,0,1,
/government/publications/benefit-expenditure-and-caseload-tables-information-and-guidance/benefit-expenditure-and-caseload-tables-information-and-guidance,html_publication,other,1,0,0,0,1,
/workplace-pensions-employers/how-to-enrol-staff,guide,services,17,7,0,0,1,
/government/publications/customer-service-commitments-uk-visas-and-immigration,guidance,guidance and regulation,4,0,0,0,1,
/government/topical-events/budget-2021,topical_event,other,2,0,1,0,1,
/intracompany-transfer-worker-visa/how-much-it-costs,guide,services,3,0,0,0,1,
/topic/government/national-and-official-statistics,topic,other,1,0,0,0,1,
/government/publications/overseas-passports-guidance,guidance,guidance and regulation,1,0,0,0,1,
/hmrc-internal-manuals/employment-status-manual/esm0543,hmrc_manual,guidance and regulation,1,0,0,0,1,
/government/collections/pension-administrators,document_collection,other,2,0,0,0,1,
/apply-to-become-a-driving-instructor,simple_smart_answer,services,13,3,2,0,1,
/guidance/e10-petrol-explained,detailed_guide,guidance and regulation,10,4,1,0,1,
/government/publications/cwg5-class-1a-national-insurance-contributions-on-benefits-in-kind,guidance,guidance and regulation,1,0,0,0,1,
/guidance/transporting-goods-between-great-britain-and-the-eu-guidance-for-hauliers-and-commercial-drivers,detailed_guide,guidance and regulation,1,0,0,0,1,
/foreign-travel-advice/hong-kong/safety-and-security,travel_advice,guidance and regulation,1,1,0,0,1,
/tax-foreign-income/foreign-income-thats-taxed-differently,guide,services,5,0,0,0,1,
/government/organisations/uk-commission-for-employment-and-skills,organisation,other,3,0,1,0,1,
/government/publications/vat-reliefs-for-disabled-people-eligibility-declaration-by-a-disabled-person,form,services,2,1,0,0,1,
/government/collections/individualised-learner-record-ilr,document_collection,other,11,3,1,0,1,
/expenses-benefits-subscriptions-professional-fees,guide,services,1,0,0,0,1,
/government/publications/ask-for-a-hearing-to-be-adjourned-london-form-ac001,form,services,1,0,0,0,1,
/government/publications/council-tax-empty-homes-premium,guidance,guidance and regulation,1,1,0,0,1,
/government/publications/application-to-re-register-a-childs-birth-and-add-the-natural-fathers-details,form,services,3,1,0,0,1,
/moving-from-benefits-to-work/print,guide,services,3,0,0,0,1,
/guidance/tell-hmrc-youre-registered-for-the-vat-import-one-stop-shop-in-the-eu,detailed_guide,guidance and regulation,1,0,0,0,1,
/government/publications/adult-education-budget-funding-and-performance-management-rules-2017-to-2018,guidance,guidance and regulation,4,0,0,0,1,
/government/collections/nhs-continuing-healthcare-and-nhs-funded-nursing-care,document_collection,other,1,0,0,0,1,
/government/publications/esa214-a-guide-to-employment-and-support-allowance-the-work-capability-assessment,guidance,guidance and regulation,1,0,0,0,1,
/government/consultations/trade-with-india-call-for-input,open_consultation,policy and engagement,1,0,1,0,1,
/government/publications/replacement-hgv-plating-and-testing-documents-application-form-vtg59,form,services,1,0,0,0,1,
/guidance/approved-verification-guidance-application-form-and-stickers,detailed_guide,guidance and regulation,1,0,0,0,1,
/government/collections/redundancy-payment-forms,document_collection,other,4,0,1,2,1,
/access-to-elected-office-fund/eligibility,guide,services,1,0,0,0,1,
/guidance/notarial-and-documentary-services-guide-for-hong-kong,detailed_guide,guidance and regulation,2,1,0,0,1,
/guidance/police-pension-reform,detailed_guide,guidance and regulation,1,1,0,0,1,
/guidance/regulating-gcses-as-and-a-levels-guide-for-schools-and-colleges/reasonable-adjustments,manual,guidance and regulation,2,0,0,0,1,
/government/collections/self-assessment-helpsheets-foreign,document_collection,other,1,0,0,0,1,
/government/collections/tax-treaties,document_collection,other,19,0,0,0,1,
/government/organisations/home-office/about/accessible-documents-policy,accessible_documents_policy,other,2,0,1,0,1,
/government/publications/naturalisation-certificates,guidance,guidance and regulation,1,0,1,0,1,
/settlement-refugee-or-humanitarian-protection/family-applying-as-dependants,guide,services,1,0,0,0,1,
/guidance/t-levels-next-steps-for-providers,detailed_guide,guidance and regulation,2,0,0,0,1,
/help-home-school-transport,local_transaction,services,12,3,0,0,1,
/check-when-businesses-pay-invoices,transaction,services,1,0,0,0,1,
/tax-credits-if-moving-country-or-travelling/going-abroad-temporarily,guide,services,1,0,0,0,1,
/pacemakers-and-driving,answer,services,2,0,0,0,1,
/government/publications/eu-settlement-scheme-frontier-workers-and-their-family-members,guidance,guidance and regulation,13,1,0,0,1,
/government/collections/hmrc-online-services-for-agents,document_collection,other,6,0,0,0,1,
/government/publications/form-pa15-give-up-probate-executor-rights,form,services,1,1,0,0,1,
/guidance/eu-business-importing-from-the-uk,detailed_guide,guidance and regulation,1,0,0,0,1,
/government/collections/companies-house-forms-for-limited-companies,document_collection,other,2,0,0,0,1,
/government/publications/workers-and-temporary-workers-guidance-for-sponsors-part-2-sponsor-a-worker,guidance,guidance and regulation,9,2,0,0,1,
/government/publications/how-to-buy-a-home/how-to-buy,html_publication,other,3,0,0,0,1,
/guidance/qualifications-learning,detailed_guide,guidance and regulation,1,0,0,0,1,
/government/collections/local-housing-allowance-lha-rates,document_collection,other,5,0,0,0,1,
/government/organisations/hm-courts-and-tribunals-service/about/personal-information-charter,personal_information_charter,other,3,0,1,0,1,
/government/publications/pet-travel-apply-for-a-gb-pet-health-certificate,form,services,2,0,1,0,1,
/driving-medical-conditions/what-dvla-will-decide,guide,services,4,0,0,0,1,
/transport/local-transport-funding,taxon,other,1,0,0,0,1,
/government/publications/coronavirus-covid-19-testing-for-homecare-workers/registering-test-kits-for-homecare-workers-text-only,html_publication,other,1,1,0,0,1,
/government/publications/turkey-list-of-lawyers,guidance,guidance and regulation,1,0,0,0,1,
/health-and-social-care/disabilities-rights,taxon,other,2,0,0,0,1,
/government/publications/nature-of-prostitution-and-sex-work-in-england-and-wales,research,research and statistics,1,1,0,0,1,
/government/publications/civil-service-code/the-civil-service-code,html_publication,other,7,2,4,0,1,
/expenses-and-benefits-medical-treatment/whats-exempt,guide,services,1,0,0,0,1,
/find-motorcycle-training,place,services,7,0,2,0,1,
/government/organisations/hm-revenue-customs/contact/automatic-exchange-of-information-financial-institutions,contact,other,1,0,0,0,1,
/guidance/guidance-for-students-parents-and-partners-providing-evidence-to-support-a-student-finance-application,detailed_guide,guidance and regulation,4,3,0,0,1,
/make-court-claim-for-money,guide,services,6,1,1,0,1,
/what-you-must-do-as-a-cis-subcontractor/gross-payment-status,guide,services,4,0,1,0,1,
/hmrc-internal-manuals/pensions-tax-manual/ptm071000,hmrc_manual,guidance and regulation,1,0,0,0,1,
/government/collections/desg-sponsorship-scheme,document_collection,other,2,1,0,0,1,
/carers-credit/eligibility,guide,services,55,3,0,0,1,
/hmrc-internal-manuals/national-minimum-wage-manual/nmwm04060,hmrc_manual,guidance and regulation,1,0,0,0,1,
/government/publications/housing-benefit-subsidy-audited-final-claims-apr-2019-to-mar-2020,transparency,transparency,1,0,0,0,1,
/guidance/report-changes-to-your-disability-confident-details,detailed_guide,guidance and regulation,1,0,0,0,1,
/government/publications/child-benefit-apply-for-extension-ch299,form,services,7,0,1,0,1,
/guidance/help-and-support-for-landlords,detailed_guide,guidance and regulation,2,0,0,0,1,
/government/consultations/warm-home-discount-better-targeted-support-from-2022,open_consultation,policy and engagement,1,0,0,0,1,
/health-care-worker-visa/switch-to-this-visa,guide,services,2,0,0,0,1,
/government/publications/new-zealand-consular-fees,guidance,guidance and regulation,1,0,0,0,1,
/government/publications/new-enterprise-allowance-campaign-promotional-videos/new-enterprise-allowance-campaign-promotional-videos-transcripts,html_publication,other,3,0,0,0,1,
/brexit.cy,taxon,other,1,0,0,0,1,
/government/publications/child-benefit-information-about-young-people-aged-16-or-over-leaflet-chfte,guidance,guidance and regulation,4,0,0,0,1,
/government/collections/european-structural-and-investment-funds-documents-and-guidance,document_collection,other,1,0,0,0,1,
/guidance/trustee-board-people-and-skills,detailed_guide,guidance and regulation,3,0,0,0,1,
/business-and-industry/running-a-business,taxon,other,3,0,0,0,1,
/government/publications/child-tax-credit-and-working-tax-credit-leaflet-wtc2,guidance,guidance and regulation,2,0,0,0,1,
/guidance/manual-dbs-certificates,detailed_guide,guidance and regulation,4,1,2,0,1,
/guidance/how-to-become-an-approved-training-provider-and-bid-for-funding,detailed_guide,guidance and regulation,4,0,1,0,1,
/motorcycle-helmet-law,answer,services,1,0,0,0,1,
/government/publications/send-code-of-practice-0-to-25,statutory_guidance,guidance and regulation,5,0,2,0,1,
/government/statistical-data-sets/sia-licence-holders,statistical_data_set,research and statistics,1,0,0,0,1,
/hmrc-internal-manuals/apprenticeship-levy/alm02000,hmrc_manual,guidance and regulation,1,0,0,0,1,
/government/publications/terms-of-reference-for-the-data-advisory-board/terms-of-reference-for-the-data-advisory-board-january-2019,html_publication,other,1,0,0,0,1,
/appeal-call-up-reserve-forces/appeal-to-the-tribunal,guide,services,5,1,0,0,1,
/driving-lessons-learning-to-drive/taking-driving-lessons,guide,services,13,0,0,1,1,
/government/publications/guidance-on-application-for-uk-visa-under-tier-5-temporary-worker,guidance,guidance and regulation,4,0,0,0,1,
/government/collections/covid-19-vaccination-programme,document_collection,other,4,2,0,0,1,
/get-personalised-private-number-plate,step_by_step_nav,services,3,0,0,0,1,
/guidance/selecting-pre-employment-checks-for-vacancies-and-candidates-vx,detailed_guide,guidance and regulation,4,1,0,0,1,
/government/publications/vcert-online-confidential-medical-information,form,services,1,0,1,0,1,
/make-changes-to-your-limited-company/get-agreement-from-your-company,guide,services,1,0,0,0,1,
/government/publications/application-to-settle-in-the-uk-as-a-child-under-18-form-setf,form,services,2,1,0,0,1,
/guidance/how-to-write-charitable-purposes,detailed_guide,guidance and regulation,1,0,0,0,1,
/government/publications/academies-planning-calendar,guidance,guidance and regulation,2,0,1,0,1,
/get-extra-early-years-funding,answer,services,2,0,0,0,1,
/guidance/check-if-you-need-to-change-your-self-assessment-return-for-seiss,detailed_guide,guidance and regulation,1,0,1,0,1,
/government/organisations/civil-service-government-property-profession/about,about,other,1,1,0,0,1,
/government/publications/targeting-benefit-cheats-and-the-penalties-they-could-face/were-targeting-benefit-cheats,html_publication,other,2,1,0,0,1,
/government/organisations/public-health-england/about/publication-scheme,publication_scheme,other,1,0,0,0,1,
/change-vehicle-tax-class/tax-due-to-run-out-or-changing-if-vehicle-is-exempt,guide,services,4,0,0,0,1,
/apply-gender-recognition-certificate,guide,services,3,0,0,0,1,
/government/organisations/independent-medical-expert-group,organisation,other,2,0,1,0,1,
/foreign-travel-advice/qatar/health,travel_advice,guidance and regulation,1,0,0,0,1,
/adi-part-1-test/revision-practice,guide,services,4,1,0,0,1,
/government/organisations/marine-management-organisation/services-information,services_and_information,other,1,0,0,0,1,
/topic/transport/traffic-road-management,topic,other,1,0,0,0,1,
/vehicle-tax-direct-debit/change-address-name,guide,services,2,0,0,0,1,
/government/publications/form-fl403-application-to-vary-extend-or-discharge-an-order-in-existing-proceedings,form,services,1,1,0,0,1,
/guidance/authorise-an-agent-to-deal-with-certain-tax-services-for-you,detailed_guide,guidance and regulation,2,0,1,0,1,
/government/publications/funding-rates-and-formula/funding-guidance-for-young-people-2021-to-2022-rates-and-formula,html_publication,other,1,0,1,0,1,
/government/publications/income-tax-expat-tax-claim-r38-expat,form,services,1,1,0,0,1,
/guidance/check-if-your-business-is-eligible-for-a-coronavirus-grant-due-to-national-restrictions-for-closed-businesses,detailed_guide,guidance and regulation,2,0,0,0,1,
