page path,document type,document supertype,number of sessions that visit this page,number of sessions where this page is an entrance hit,number of sessions where this page is an exit hit,number of sessions where this page is both an entrance and exit hit,tfdf_max
/get-information-about-property-and-land/copies-of-deeds,guide,services,1,0,0,0,1.0
/buy-sell-your-home/offers,guide,services,3,0,0,0,1.0
/business-finance-support/access-to-finance-advice-north-west-england,business_finance_support_scheme,guidance and regulation,3,0,0,0,1.0
/solve-workplace-dispute/help-and-advice,guide,services,6,1,0,0,1.0
/windrush-prove-your-right-to-be-in-the-uk/you-arrived-before-1989,guide,services,2,0,1,0,1.0
/government/consultations/making-vaccination-a-condition-of-deployment-in-older-adult-care-homes/outcome/making-vaccination-a-condition-of-deployment-in-care-homes-government-response,html_publication,other,1,1,0,0,1.0
/government/publications/charity-trustee-welcome-pack,guidance,guidance and regulation,1,0,0,0,1.0
/government/publications/passport-photographs,guidance,guidance and regulation,1,0,0,0,1.0
/government/organisations/health-and-safety-executive,organisation,other,3,1,1,0,1.0
/university-clearing-through-ucas,answer,services,10,1,0,0,1.0
/government/publications/remittance-basis-hs264-self-assessment-helpsheet,guidance,guidance and regulation,2,0,0,0,1.0
/government/publications/family-friendly-policies-actions-for-employers,guidance,guidance and regulation,2,1,1,0,1.0
/government/organisations/human-fertilisation-and-embryology-authority,organisation,other,1,0,0,0,1.0
/adult-dependants-grant/what-youll-get,guide,services,4,0,0,0,1.0
/your-rights-after-crime/if-the-case-goes-to-court,guide,services,2,1,0,0,1.0
/government/collections/coronavirus-cases-by-local-authority-epidemiological-data,document_collection,other,1,0,0,0,1.0
/tell-hmrc-changed-business-details,guide,services,14,0,0,0,1.0
/guidance/learn-about-the-sia-licence-conditions-you-must-follow,detailed_guide,guidance and regulation,3,1,1,0,1.0
/apply-gender-recognition-certificate/if-youre-married-or-in-a-civil-partnership,guide,services,1,0,0,0,1.0
/government/publications/statutory-pay-apply-for-advance-of-statutory-parental-paternal-adoption-and-maternity-pay,form,services,1,0,0,0,1.0
/appeal-benefit-decision/after-submit-appeal,guide,services,4,0,0,0,1.0
/guidance/countryside-productivity-small-grant-cpsg-scheme-round-3/countryside-productivity-small-grant-cpsg-scheme-how-it-works,manual,guidance and regulation,1,0,0,0,1.0
/dispose-hazardous-waste/carriers,guide,services,1,0,0,0,1.0
/christmas-bonus,guide,services,16,0,0,0,1.0
/government/publications/redundancy-support-for-employers,guidance,guidance and regulation,9,1,0,0,1.0
/government/organisations/regulator-of-social-housing,organisation,other,2,0,2,0,1.0
/government/publications/gift-aid-schedule-spreadsheets-to-claim-back-tax-on-donations,form,services,1,0,0,0,1.0
/government/collections/statutory-maternity-pay-and-leave,document_collection,other,5,0,0,0,1.0
/pension-credit/print,guide,services,5,0,0,0,1.0
/agency-workers-your-rights/maternity-rights-for-agency-workers,guide,services,15,2,1,0,1.0
/topic/business-tax,topic,other,1,0,0,0,1.0
/education/learning-records-service-lrs,taxon,other,10,2,0,0,1.0
/apply-for-child-performance-licence,local_transaction,services,9,0,0,0,1.0
/government/publications/charity-commission-diversity-and-inclusion-strategy-2019-to-2023/diversity-and-inclusion-strategy-2019-to-2023,html_publication,other,1,1,0,0,1.0
/export-health-certificates/export-processed-pet-food-other-than-canned-pet-food-to-or-transit-through-the-european-union-certificate-8305,export_health_certificate,other,1,1,0,0,1.0
/guidance/set-up-and-run-a-limited-liability-partnership-llp,detailed_guide,guidance and regulation,6,0,1,0,1.0
/government/publications/application-form-for-uk-visa-to-work-study-and-for-dependants-and-right-of-abode-form-vaf2,form,services,3,0,1,0,1.0
/guidance/check-if-you-need-an-sia-licence-to-work-as-an-event-steward,detailed_guide,guidance and regulation,1,0,0,0,1.0
/introduction-to-business-rates/how-your-rates-are-calculated,guide,services,3,0,0,0,1.0
/government/publications/application-to-reconsider-a-decision-for-a-certificate-of-entitlement-to-the-right-of-abode,form,services,3,0,0,0,1.0
/government/publications/self-assessment-self-employment-short-sa103s,form,services,4,0,0,0,1.0
/hmrc-internal-manuals/employment-income-manual/eim00500,hmrc_manual,guidance and regulation,1,0,0,0,1.0
/government/publications/priority-change-of-circumstances-for-sponsors/tier-2-and-5-priority-change-of-circumstance-service,html_publication,other,4,0,0,0,1.0
/government/publications/coronavirus-covid-19-financial-support-for-education-early-years-and-childrens-social-care,guidance,guidance and regulation,2,0,0,0,1.0
/government/publications/national-curriculum-in-england-secondary-curriculum,statutory_guidance,guidance and regulation,1,0,0,0,1.0
/apply-citizenship-spouse/how-to-apply,guide,services,3,0,0,0,1.0
/emergency-travel-document,guide,services,8,0,3,0,1.0
/government/organisations/hm-revenue-customs/contact/welsh-language-helplines,contact,other,5,0,0,0,1.0
/government/organisations/social-security-advisory-committee,organisation,other,2,0,0,0,1.0
/government/organisations/acas,organisation,other,2,0,1,0,1.0
/guidance/apprenticeship-funding-rules-for-employer-providers/evidence-requirements,manual,guidance and regulation,2,1,0,0,1.0
/guidance/ir35-what-to-do-if-it-applies,detailed_guide,guidance and regulation,2,0,0,0,1.0
/government/publications/new-enterprise-allowance-campaign-promotional-videos/new-enterprise-allowance-campaign-promotional-videos-transcripts,html_publication,other,3,0,0,0,1.0
/government/organisations/civil-service-medical-profession,organisation,other,2,0,0,0,1.0
/government/publications/covid-19-guidance-for-the-safe-use-of-places-of-worship-during-the-pandemic-from-4-july/covid-19-guidance-for-the-safe-use-of-places-of-worship-from-2-december,html_publication,other,1,0,0,0,1.0
/hmrc-internal-manuals/employment-income-manual/eim32478,hmrc_manual,guidance and regulation,1,0,0,0,1.0
/government/publications/environmental-land-management-tests-and-trials,research,research and statistics,2,0,1,0,1.0
/government/collections/divorce-and-civil-partnership-dissolution-forms,document_collection,other,1,0,0,0,1.0
/government/government-spending,taxon,other,3,0,0,0,1.0
/government/publications/workplace-charging-scheme-guidance-for-applicants-installers-and-manufacturers/workplace-charging-scheme-guidance-for-applicants-chargepoint-installers-and-manufacturers,html_publication,other,1,0,1,0,1.0
/government/publications/termination-of-esfa-funding-agreements/termination-of-esfa-funding-agreements-guidance-for-employers,html_publication,other,1,0,0,0,1.0
/find-out-about-right-to-buy-from-your-council,local_transaction,services,3,0,0,0,1.0
/government/publications/ireland-consular-fees/ireland-consular-fees,html_publication,other,1,0,0,0,1.0
/female-genital-mutilation-help-advice,place,services,2,0,0,0,1.0
/government/organisations/department-for-work-pensions/about/welsh-language-scheme,welsh_language_scheme,other,1,0,0,0,1.0
/government/publications/earnings-adjustment-statement-eas-2018-to-2019,guidance,guidance and regulation,1,0,0,0,1.0
/running-a-limited-company/company-and-accounting-records,guide,services,3,0,0,0,1.0
/council-tax/discounts-for-full-time-students,guide,services,10,2,1,0,1.0
/government/publications/research-opportunities-on-national-nature-reserves-in-england/suggested-topics-for-dissertation-projects-based-on-national-nature-reserves,html_publication,other,1,0,0,0,1.0
/government/publications/technical-baccalaureate-measure-for-16-to-19-year-olds,guidance,guidance and regulation,1,0,0,0,1.0
/immigration-removal-centre,guide,services,3,0,0,0,1.0
/apply-citizenship-born-uk/under-18,guide,services,3,0,0,0,1.0
/topic/higher-education,topic,other,1,0,0,0,1.0
/student-finance/print,guide,services,1,0,0,0,1.0
/topic/defence-armed-forces,topic,other,9,0,1,0,1.0
/government/publications/armed-forces-community-covenant/armed-forces-community-covenant,html_publication,other,1,0,0,0,1.0
/visit-eu-switzerland-norway-iceland-liechtenstein/business-travel-extra-requirements,guide,services,7,0,0,0,1.0
/world/travelling-to-saudi-arabia,taxon,other,1,0,0,0,1.0
/government/collections/payroll-publications-for-employers,document_collection,other,4,0,1,0,1.0
/government/publications/lcm-withdrawal-of-recognition-january-2014,decision,news and communication,1,0,0,0,1.0
/guidance/how-to-close-a-charity,detailed_guide,guidance and regulation,2,0,0,0,1.0
/life-in-the-uk-test/cancellations-refunds-complaints,guide,services,3,1,0,0,1.0
/government/publications/leaflet-thinking-of-having-a-private-screening-test/private-screening-important-facts,html_publication,other,1,0,1,0,1.0
/government/publications/universal-jobmatch-what-you-need-to-know-about-cookies,guidance,guidance and regulation,1,1,0,0,1.0
/world/travelling-to-portugal,taxon,other,1,0,0,0,1.0
/government/history,history,other,1,0,0,0,1.0
/blue-badge-scheme-information-council,local_transaction,services,8,1,3,0,1.0
/school-discipline-exclusions/challenging-exclusion,guide,services,1,0,0,0,1.0
/deferring-state-pension/tax-and-inheritance,guide,services,24,3,0,0,1.0
/government/publications/incorporation-and-names,guidance,guidance and regulation,8,0,0,0,1.0
/employment-tribunals/refund-tribunal-fees,guide,services,11,0,0,0,1.0
/coronavirus-local-help,local_transaction,services,14,5,2,2,1.0
/government/collections/redundancy-payment-forms,document_collection,other,4,0,1,2,1.0
/government/organisations/homes-england/about/access-and-opening,access_and_opening,other,1,0,0,0,1.0
/guidance/funding-for-farmers-in-protected-landscapes,detailed_guide,guidance and regulation,1,0,0,0,1.0
/government/publications/meat-chicken-notification,form,services,1,0,0,1,1.0
/street-trading-licence,licence,services,2,0,2,0,1.0
/guidance/immigration-rules/immigration-rules-appendix-n-authorised-exchange-schemes,manual,guidance and regulation,11,3,1,0,1.0
/government/collections/coastguard-search-and-rescue,document_collection,other,5,0,0,0,1.0
/guidance/immigration-rules/immigration-rules-appendix-continuous-residence,manual,guidance and regulation,4,0,0,0,1.0
/hmrc-internal-manuals/pensions-tax-manual/ptm162000,hmrc_manual,guidance and regulation,1,0,0,0,1.0
/trusts-taxes/types-of-trust,guide,services,6,1,0,0,1.0
/topic/government/government-funding-programmes,topic,other,5,1,1,0,1.0
/government/organisations/hm-revenue-customs/contact/national-minimum-wage-enquiries-and-complaints,contact,other,2,0,0,0,1.0
/wind-up-a-company-that-owes-you-money,guide,services,4,0,0,0,1.0
/government/organisations/digital-data-and-technology-profession,organisation,other,1,0,0,0,1.0
/government/publications/global-talent-endorsing-bodies/technical-or-business-skills-covered-by-tech-nation,html_publication,other,2,0,0,0,1.0
/government/publications/dvsa-earned-recognition-it-or-software-you-need/vehicle-operator-it-systems-and-software-that-work-with-dvsa-earned-recognition,html_publication,other,1,1,0,0,1.0
/guidance/apprenticeship-funding-rules-for-training-providers/what-can-be-funded,manual,guidance and regulation,1,0,0,0,1.0
/guidance/studying-in-the-uk-guidance-for-eu-students,detailed_guide,guidance and regulation,7,2,1,0,1.0
/foreign-travel-advice/united-arab-emirates/entry-requirements,travel_advice,guidance and regulation,8,2,1,0,1.0
/government/publications/mot-special-notice-02-21-mot-connected-equipment/mot-special-notice-02-21-mot-connected-equipment,html_publication,other,1,0,0,0,1.0
/government/publications/development-matters--2,guidance,guidance and regulation,2,0,1,0,1.0
/pensiwn-y-wladwriaeth-newydd,guide,services,1,0,0,0,1.0
/government/publications/germany-residency,guidance,guidance and regulation,1,0,0,0,1.0
/government/statistics/leading-causes-of-death-uk,official_statistics,research and statistics,1,0,1,0,1.0
/government/publications/eu-settlement-scheme-factsheet.pl,gone,other,2,0,1,0,1.0
/government/publications/excise-notice-2002-alcohol-wholesaler-registration-scheme/excise-notice-2002-alcohol-wholesaler-registration-scheme,html_publication,other,1,1,0,0,1.0
/guidance/access-the-public-register-for-environmental-information,detailed_guide,guidance and regulation,1,0,0,0,1.0
/government/publications/residence-domicile-and-remittance-basis-rules-uk-tax-liability/guidance-note-for-residence-domicile-and-the-remittance-basis-rdr1,html_publication,other,2,0,0,0,1.0
/government/publications/double-taxation-treaties-territory-residents-with-uk-income,guidance,guidance and regulation,2,0,0,0,1.0
/young-people-in-custody,guide,services,6,0,0,0,1.0
/if-your-child-is-taken-into-care/care-proceedings,guide,services,2,0,0,0,1.0
/transferring-your-pension/transferring-to-an-overseas-pension-scheme,guide,services,22,5,2,0,1.0
/government/publications/employer-bulletin-october-2020,guidance,guidance and regulation,1,0,0,0,1.0
/bankruptcy/cancel-a-bankruptcy,guide,services,2,0,0,0,1.0
/foreign-travel-advice/usa/safety-and-security,travel_advice,guidance and regulation,1,1,0,0,1.0
/private-renting/rent-disputes,guide,services,3,0,0,0,1.0
/guidance/export-wood-wood-products-and-bark-from-great-britain,detailed_guide,guidance and regulation,1,0,0,0,1.0
/check-university-award-degree/recognised-awards,guide,services,12,1,0,0,1.0
/government/organisations/nhs-improvement,organisation,other,2,0,0,1,1.0
/government/publications/applying-for-a-child-passport-if-granted-ilr-under-the-eu-settlement-scheme/eu-settlement-scheme-information-needed-when-applying-for-your-childs-first-british-passport,html_publication,other,2,0,2,0,1.0
/government/publications/avoiding-common-mistakes-on-the-dbs-application-form,guidance,guidance and regulation,7,0,1,0,1.0
/guidance/the-highway-code/introduction,manual,guidance and regulation,4,0,0,0,1.0
/school-uniform,answer,services,8,0,0,0,1.0
/help-home-school-transport,local_transaction,services,12,3,0,0,1.0
/foreign-travel-advice/malta/travel-advice-help-and-support,travel_advice,guidance and regulation,1,1,0,0,1.0
/government/publications/regional-vcse-grant-scheme/regional-vcse-grant-scheme-prospectus,html_publication,other,2,0,0,0,1.0
/guidance/paying-your-employees-expenses-and-benefits-through-your-payroll,detailed_guide,guidance and regulation,2,0,0,0,1.0
/world/yemen,taxon,other,1,0,0,0,1.0
/donating-to-charity/donating-land-property-or-shares,guide,services,2,0,0,0,1.0
/war-pension-armed-forces-compensation-tribunal/after-appeal,guide,services,1,0,0,0,1.0
/find-nursery-school-place,local_transaction,services,14,3,1,0,1.0
/government/publications/security-check-counter-terrorist-check-questionnaire-nsv001,form,services,3,1,0,0,1.0
/minister-of-religion-visa,guide,services,16,0,2,0,1.0
/government/publications/worker-registration-scheme,foi_release,transparency,1,0,0,1,1.0
/government/publications/countersignatories,guidance,guidance and regulation,2,0,0,0,1.0
/government/statistics/benefit-cap-number-of-households-capped-to-may-2020/benefit-cap-number-of-households-capped-to-may-2020,html_publication,other,1,0,0,0,1.0
/government/publications/pre-registration-briefing-for-those-wishing-to-become-childminders,guidance,guidance and regulation,1,0,0,0,1.0
/guidance/the-uks-points-based-immigration-system-information-for-eu-citizens.hr,detailed_guide,guidance and regulation,1,0,1,0,1.0
/government/publications/guidance-for-contacts-of-people-with-possible-or-confirmed-coronavirus-covid-19-infection-who-do-not-live-with-the-person/guidance-for-contacts-of-people-with-possible-or-confirmed-coronavirus-covid-19-infection-who-do-not-live-with-the-person,html_publication,other,14,4,5,0,1.0
/get-a-passport-urgently/online-premium-service,guide,services,29,3,1,0,1.0
/guidance/apply-to-register-as-a-childminder,detailed_guide,guidance and regulation,4,1,0,0,1.0
/government/publications/double-taxation-united-kingdomireland-si-1976-number-2151-and-protocols-form-ireland-individual,form,services,1,0,0,0,1.0
/change-address-v5c/change-name-address-v5c,guide,services,4,1,1,0,1.0
/turkish-worker-business-person-settlement,guide,services,6,0,1,0,1.0
/government/publications/claim-for-costs-of-a-childs-funeral-childrens-funeral-fund-for-england,form,services,1,0,0,0,1.0
/government/publications/registered-titles-whole-transfer-tr1,form,services,1,0,0,0,1.0
/government/publications/universal-credit-sanctions-statistics-background-information-and-methodology/a,html_publication,other,1,0,0,0,1.0
/government/publications/how-to-accept-a-vouch-as-evidence-of-someones-identity/how-to-accept-a-vouch-as-evidence-of-someones-identity,html_publication,other,1,0,0,0,1.0
/tax-codes/print,guide,services,1,0,0,0,1.0
/come-uk-married,step_by_step_nav,services,24,0,1,0,1.0
/adult-dependants-grant/how-to-claim,guide,services,3,1,0,0,1.0
/get-court-funds-money-when-you-recover,answer,services,1,0,0,0,1.0
/claim-for-injury-received-while-serving/eligibility,guide,services,5,1,0,0,1.0
/government/publications/relationships-education-relationships-and-sex-education-rse-and-health-education,guidance,guidance and regulation,1,0,0,0,1.0
/government/publications/lrs-help-and-support/lrs-help-and-support,html_publication,other,27,10,1,0,1.0
/petition-government,transaction,services,3,2,0,0,1.0
/guidance/the-uks-points-based-immigration-system-information-for-eu-citizens.sk,detailed_guide,guidance and regulation,1,0,0,0,1.0
/visas-when-you-separate-or-divorce,guide,services,12,1,1,0,1.0
/pay-self-assessment-tax-bill/through-your-tax-code,guide,services,3,0,0,0,1.0
/business-finance-support/horizon-2020-business-grants-uk,business_finance_support_scheme,guidance and regulation,1,0,0,0,1.0
/guidance/suffolk-bury-saint-edmunds-probation-office,detailed_guide,guidance and regulation,1,1,0,0,1.0
/government/organisations/department-for-education/about/recruitment,recruitment,other,12,9,2,0,1.0
/government/publications/ssac-occasional-paper-21-the-effectiveness-of-the-claimant-commitment-in-universal-credit,independent_report,research and statistics,2,0,0,0,1.0
/guidance/childcare-and-childrens-social-care-health-declaration-form,detailed_guide,guidance and regulation,2,0,1,0,1.0
/government/publications/skills-accelerator-trailblazers-and-pilots/skills-accelerator-local-skills-improvement-plan-trailblazers-and-strategic-development-fund-pilots,html_publication,other,3,1,0,0,1.0
/government/publications/register-of-merged-charities,transparency,transparency,1,0,1,0,1.0
/government/collections/gcse-as-and-a-level-qualifications-in-2021,document_collection,other,1,0,1,0,1.0
/government/organisations/natural-england/services-information,services_and_information,other,2,0,0,0,1.0
/government/publications/access-to-work-statistics-background-information-and-methodology/access-to-work-statistics-background-information-and-methodology,html_publication,other,1,0,0,0,1.0
/government/publications/controlled-drugs-list--2/list-of-most-commonly-encountered-drugs-currently-controlled-under-the-misuse-of-drugs-legislation,html_publication,other,2,0,1,0,1.0
/log-test-site-covid19-results,transaction,services,5,0,2,0,1.0
/government/publications/right-of-abode-nationality-policy-guidance,guidance,guidance and regulation,3,0,0,0,1.0
/guidance/understanding-your-driving-test-result/car-driving-test,manual,guidance and regulation,1,1,0,0,1.0
/report-no-mot,answer,services,5,1,0,0,1.0
/leasehold-property/service-charges-and-other-expenses,guide,services,3,0,1,0,1.0
/government/collections/maintenance-and-accommodation-entry-clearance-guidance,document_collection,other,1,0,0,0,1.0
/topic/further-education-skills/vocational-qualifications/latest,topic,other,1,0,0,0,1.0
/government/collections/migration-statistics,document_collection,other,1,0,0,0,1.0
/government/statistics/self-employment-income-support-scheme-statistics-june-2021/self-employment-income-support-scheme-statistics-june-2021,html_publication,other,2,0,1,0,1.0
/reduced-earnings-allowance/what-youll-get,guide,services,3,1,0,0,1.0
/foreign-travel-advice/croatia,travel_advice,guidance and regulation,5,1,4,0,1.0
/apply-school-transport-for-child-with-special-educational-needs-sen,local_transaction,services,8,1,0,0,1.0
/apply-citizenship-eea,guide,services,5,1,0,0,1.0
/government/publications/adoption-allowances-and-settling-in-grants/adoption-allowances-and-settling-in-grants,html_publication,other,1,0,1,0,1.0
/government/publications/covid-19-free-school-meals-guidance/covid-19-free-school-meals-guidance-for-schools,html_publication,other,3,0,2,0,1.0
/government/collections/pension-schemes-forms,document_collection,other,6,1,0,0,1.0
/claim-state-pension-online,transaction,services,4,1,0,0,1.0
/foreign-travel-advice/denmark,travel_advice,guidance and regulation,3,1,1,0,1.0
/guidance/provider-referrals-and-payments-prap-system-for-dwp,detailed_guide,guidance and regulation,1,0,0,0,1.0
/guidance/apprenticeship-funding-rules-for-training-providers/evidence-requirements,manual,guidance and regulation,1,1,0,0,1.0
/trusts-taxes/trusts-and-capital-gains-tax,guide,services,2,0,0,0,1.0
/topic/planning-development,topic,other,1,0,0,0,1.0
/complain-further-education-apprenticeship,answer,services,16,4,3,0,1.0
/world/bangladesh,taxon,other,3,0,2,0,1.0
/company-director-disqualification,answer,services,3,1,0,0,1.0
/government/statistics/help-to-work-quarterly-statistics,official_statistics,research and statistics,1,0,0,0,1.0
/government/organisations/medicines-and-healthcare-products-regulatory-agency/about/recruitment,recruitment,other,2,0,0,1,1.0
/government/statistics/apprenticeship-and-traineeships-november-2020,national_statistics,research and statistics,1,0,0,0,1.0
/guidance/recruit-teachers-from-overseas,detailed_guide,guidance and regulation,4,1,1,0,1.0
/government/publications/application-to-extend-stay-in-the-uk-flrir/apply-online-form-setir,html_publication,other,2,0,0,0,1.0
/government/publications/filtering-rules-for-criminal-record-check-certificates,guidance,guidance and regulation,15,1,1,0,1.0
/government/statistics/child-maintenance-service-statistics-data-to-march-2021-experimental/child-maintenance-service-statistics-data-to-march-2021-experimental,html_publication,other,1,0,1,0,1.0
/guidance/the-highway-code/updates,manual,guidance and regulation,1,0,0,0,1.0
/guidance/report-a-lorry-bus-or-coach-driver-or-company,detailed_guide,guidance and regulation,1,1,0,0,1.0
/government/government-efficiency-transparency-and-accountability,taxon,other,4,0,0,0,1.0
/government/organisations/ministry-of-housing-communities-and-local-government/about,about,other,1,0,0,0,1.0
/tier-1-investor,guide,services,11,1,2,0,1.0
/government/publications/advanced-learner-loan-application-form-for-students-whose-courses-start-on-or-after-1-august-2021,form,services,3,0,0,0,1.0
/government/collections/guidance-for-higher-education-providers-during-the-transition-period-and-after-1-january-2021,document_collection,other,1,1,0,0,1.0
/topic/competition/competition-act-cartels,topic,other,1,0,0,0,1.0
/government/organisations/civil-service-resourcing/about/complaints-procedure,complaints_procedure,other,1,0,0,0,1.0
/guidance/armed-forces-independence-payment-afip,detailed_guide,guidance and regulation,1,0,0,0,1.0
/bringing-food-animals-plants-into-great-britain/pets-and-other-animals,answer,services,3,0,0,0,1.0
/government/publications/aircrew-crm02/aircrew-crm02,html_publication,other,1,0,1,0,1.0
/government/organisations/independent-medical-expert-group,organisation,other,2,0,1,0,1.0
/government/collections/teachers-pension-scheme,document_collection,other,3,2,0,0,1.0
/hmrc-internal-manuals/capital-gains-manual/cg10260,hmrc_manual,guidance and regulation,1,0,0,0,1.0
/guidance/what-payroll-information-to-report-to-hmrc,detailed_guide,guidance and regulation,8,1,1,0,1.0
/guidance/money-laundering-regulations-accountancy-service-provider-registration,detailed_guide,guidance and regulation,1,0,0,0,1.0
/government/organisations/gov-facility-services-limited,organisation,other,3,1,1,0,1.0
/hmrc-internal-manuals/pensions-tax-manual/ptm044100,hmrc_manual,guidance and regulation,1,0,0,0,1.0
/foreign-travel-advice/turkey/coronavirus,travel_advice,guidance and regulation,1,0,1,0,1.0
/police-community-support-officers-what-they-are,answer,services,1,0,0,0,1.0
/overtime-your-rights/parttime-workers,guide,services,22,1,0,0,1.0
/government/statistics/announcements/consumer-price-inflation-uk-july-2021-time-series,national_statistics_announcement,research and statistics,1,0,1,0,1.0
/government/publications/home-office-eu-settlement-scheme-statistics-user-guide,guidance,guidance and regulation,2,0,0,0,1.0
/foreign-travel-advice/italy/coronavirus,travel_advice,guidance and regulation,6,1,0,0,1.0
/government/publications/lasting-power-of-attorney-valid-examples,guidance,guidance and regulation,1,0,0,0,1.0
/defence/working-armed-forces,taxon,other,2,0,0,0,1.0
/guidance/armed-forces-compensation-scheme-afcs,detailed_guide,guidance and regulation,6,3,0,0,1.0
/defence/support-services-military-defence-personnel-families,taxon,other,1,0,0,0,1.0
/hmrc-internal-manuals/capital-gains-manual/cg10285,hmrc_manual,guidance and regulation,1,0,0,0,1.0
/childcare-grant/how-to-claim,guide,services,3,0,0,0,1.0
/government/publications/copyright-notice-knitting-and-sewing-patterns,guidance,guidance and regulation,1,0,0,0,1.0
/uk-family-visa/parent,guide,services,27,2,0,0,1.0
/topic/environmental-management/land-management,topic,other,2,0,0,0,1.0
/topic/higher-education/administration,topic,other,15,1,0,0,1.0
/topic/planning-development/public-sector-land-use,topic,other,1,0,0,0,1.0
/make-will/updating-your-will,guide,services,1,0,0,0,1.0
/claim-for-injury-received-while-serving/how-to-claim,guide,services,7,0,0,0,1.0
/foreign-travel-advice/afghanistan,travel_advice,guidance and regulation,5,0,0,1,1.0
/report-suspicious-emails-websites-phishing,guide,services,4,1,3,0,1.0
/guidance/how-to-contact-us,detailed_guide,guidance and regulation,2,0,0,0,1.0
/capital-gains-tax/losses,guide,services,3,0,0,0,1.0
/government/publications/declaration-of-exemption-from-mot,form,services,2,0,0,0,1.0
/tax-company-benefits/taxfree-company-benefits,guide,services,4,0,0,0,1.0
/government/publications/how-to-take-a-complaint-to-the-independent-case-examiner/how-to-bring-a-complaint-to-the-independent-case-examiner,html_publication,other,6,2,0,0,1.0
/guidance/pension-schemes-value-your-pension-for-lifetime-allowance-protection,detailed_guide,guidance and regulation,3,0,0,0,1.0
/government/publications/iopn-search-verify-identity-pn1id,form,services,2,0,0,0,1.0
/world/venezuela,taxon,other,2,0,1,0,1.0
/guidance/land-compensation-manual-section-16-estimates-negotiations-reports-and-advance-payments/part-4-advance-payments,manual,guidance and regulation,1,0,0,0,1.0
/guidance/bats-protection-surveys-and-licences,detailed_guide,guidance and regulation,1,0,1,0,1.0
/government/publications/coronavirus-covid-19-no-recourse-to-public-funds-free-school-meals,guidance,guidance and regulation,1,0,0,0,1.0
/government/publications/tax-avoidance-facts,promotional,guidance and regulation,2,0,0,0,1.0
/government/publications/self-assessment-claim-to-reduce-payments-on-account-sa303,form,services,1,0,0,0,1.0
/government/publications/application-for-asylum-support-form-asf1,form,services,4,0,0,0,1.0
/vehicle-insurance/driving-abroad,guide,services,4,3,0,0,1.0
/become-an-mot-tester/class-3-or-5-mot-tester-training,guide,services,2,0,0,0,1.0
/government/publications/oisc-application-for-regulation,form,services,3,0,0,0,1.0
/expenses-and-benefits-bonuses,guide,services,5,1,2,0,1.0
/children-with-special-educational-needs/support-before-september-2014,guide,services,3,0,0,0,1.0
/government/publications/filtering-rules-for-criminal-record-check-certificates/new-filtering-rules-for-dbs-certificates-from-28-november-2020-onwards,html_publication,other,13,2,1,0,1.0
/looking-after-children-divorce/change-or-enforce-an-order,guide,services,1,0,0,0,1.0
/government/groups/defence-relationship-management,working_group,other,1,0,1,0,1.0
/your-rights-if-your-employer-is-insolvent/what-you-can-get,guide,services,16,5,0,0,1.0
/government/publications/public-service-pensions-increase-2021/note-by-hm-treasury-2021-pensions-increase-multiplier-tables,html_publication,other,1,0,0,0,1.0
/government/organisations/department-of-health-and-social-care/about/complaints-procedure,complaints_procedure,other,1,0,0,0,1.0
/government/publications/secure-by-default-self-certification-of-video-surveillance-systems,form,services,1,0,0,0,1.0
/government/organisations/london-and-continental-railways-ltd,organisation,other,1,0,0,0,1.0
/foreign-travel-advice/finland/entry-requirements,travel_advice,guidance and regulation,2,0,2,0,1.0
/topic/immigration-operational-guidance/fees-forms,topic,other,13,0,0,0,1.0
/carers-credit/how-to-claim,guide,services,45,4,0,0,1.0
/government/publications/sponsor-account-registration-guidance,guidance,guidance and regulation,1,0,0,0,1.0
/government/collections/right-of-abode-nationality-guidance,document_collection,other,2,0,0,0,1.0
/taking-disciplinary-action/appeals,guide,services,3,0,0,0,1.0
/funeral-payments/how-to-claim,guide,services,12,0,1,0,1.0
/guardians-allowance/further-information,guide,services,2,0,0,0,1.0
/maternity-allowance/print,guide,services,6,0,0,0,1.0
/government/publications/pre-registration-briefing-for-those-wishing-to-become-childcare-providers,guidance,guidance and regulation,1,0,0,0,1.0
/tax-on-shopping/mobility-aids,guide,services,1,0,0,0,1.0
/government/publications/blowing-the-whistle-list-of-prescribed-people-and-bodies--2/whistleblowing-list-of-prescribed-people-and-bodies,html_publication,other,1,0,0,0,1.0
/government/publications/british-forces-air-strikes-in-iraq-monthly-list/raf-air-strikes-in-iraq-and-syria-march-2019,html_publication,other,2,1,0,0,1.0
/government/collections/tax-avoidance-schemes-currently-in-the-spotlight,document_collection,other,1,0,0,0,1.0
/government/organisations/hm-revenue-customs/contact/complain-about-hmrc-online-services,contact,other,6,2,1,0,1.0
/government/organisations/intellectual-property-office/about/recruitment,recruitment,other,2,2,0,0,1.0
/guidance/drivers-hours-goods-vehicles,manual,guidance and regulation,2,0,0,0,1.0
/government/publications/form-c79-application-related-to-enforcement-of-a-child-arrangement-order,form,services,1,0,0,0,1.0
/become-an-mot-station/print,guide,services,1,0,0,0,1.0
/government/publications/claim-for-loss-of-notice-factsheet-rp2/claim-for-loss-of-notice-pay-rp2,html_publication,other,6,0,0,0,1.0
/hmrc-internal-manuals/employment-income-manual/eim76224,hmrc_manual,guidance and regulation,1,0,0,0,1.0
/employment/workplace-personal-pensions,taxon,other,2,0,0,0,1.0
